title,exercise_info,exercise_img,exercise_instruction,benefits,muscle_groups,equipment,muscle_img,muscle_worked
Dumbbell Jump Squat,,/user/downloads/Dumbbell-Jump-Squat.gif,,,"{'primary': 'Cardio, Full Body, Hip, Leg, '}","Dumbbells, Full Gym, ",,
Barbell Split Squat,,/user/downloads/Barbell-Split-Squat.gif,,,"{'primary': 'Leg, '}","Barbell, Full Gym, ",,
All Fours Squad Stretch,,/user/downloads/All-Fours-Squad-Stretch.gif,,,"{'primary': 'Leg, '}","Full Gym, NO EQUIPMENT, ",,
Burpees,,/user/downloads/burpees.gif,,"<ul><li>Burpees are a plyometric exercise. Plyometrics are explosive aerobic moves that increase speed, quickness, and power and they work your whole body.</li><li>Burpees target the abdominal muscles, hip muscles and hip flexors and also work on the thighs, knee tendons, quadriceps and shoulders.</li><li>Jumps are beneficial to your health because they combine cardiovascular conditioning with strength work. Since jumps elevate your heart rate, they can also improve your cardiovascular fitness.</li></ul>","{'primary': 'Abs, Cardio, Full Body, Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/burpee-muscle-worked-300x300.png,"{'Target - Abs': '100%', 'Gluteus Maximus': '80%', 'Hip Flexors': '80%', 'Calves': '80%', 'Hamstrings': '80%', 'Shoulders': '65%', 'Chest': '65%', 'Triceps': '65%'}"
Lever Kneeling Leg Curl,,/user/downloads/Lever-Kneeling-Leg-Curl-.gif,,,"{'primary': 'Leg, '}","Full Gym, Machine, ",,
Seated Toe Touches,,/user/downloads/Seated-Toe-Touches.gif,"<ul><li>Dynamic stretching consists of active movements. It is usually done before a workout to help warm up your muscles and increase your heart rate. Move slowly, stop and repeat, dig a little deeper each time and improve your range of motion. Pre-workout dynamic stretching improves circulation, prepares your muscles for movement, and temporarily increases your range of motion.</li><li></li><li>Static stretching, more commonly done at the end of a workout when your muscles are warm, is when stretches are held in place for a certain period of time, not moving. Static stretching is the most effective form of stretching for loosening up your muscles, joints, ligaments, and tendons, while also improving flexibility and range of motion. Static stretching requires you to move a muscle to the end of its range of motion and maintain this position for 20 to 45 seconds. Repeat this 2 to 3 times each.</li></ul>",,"{'primary': 'Back / Wing, Erector Spinae, Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Hyperextension-muscle-worked-300x300.png,"{'Erector Spinae': '100%', 'Leg': '85%'}"
Reverse Hack Squat,,/user/downloads/Reverse-Hack-Squat.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, Machine, ",,
Duck Walk,,/user/downloads/Duck-Walk.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Trap Bar Deadlift,,/user/downloads/Trap-Bar-Deadlift.gif,,,"{'primary': 'Leg, '}","Barbell, Full Gym, ",,
Zercher Squat,,/user/downloads/Zercher-Squat.gif,,,"{'primary': 'Hip, Leg, '}","Barbell, Full Gym, ",,
Front Squat,,/user/downloads/front-squat.gif,,,"{'primary': 'Leg, '}","Barbell, Full Gym, ",,
Standing Hamstring Stretch,,/user/downloads/Standing-Hamstring-Stretch.gif,,,"{'primary': 'Calf, Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Kettlebell Thruster,,/user/downloads/Kettlebell-Thruster.gif,,"<ul><li>Kettlebell thruster is a functional exercise designed to increase strength in the upper and lower body. It targets the shoulder muscles while pressing, strengthens the leg muscles and core muscles by squatting. It is a suitable exercise for athletes and beginners who have difficulty lifting free weights.</li></ul>","{'primary': 'Hip, Leg, Shoulders, '}","Full Gym, Kettlebell, ",/user/downloads/ladmine-press-muscle-worked-300x300.png,"{'Anterior Deltoid': '100%', 'Trapezius': '75%', 'Serratus Anterior': '75%', 'Abdominals': '75%', 'Triceps': '75%', 'Gluteus Maximus': '75%', 'Hamstring': '75%', 'Adductor Magnus': '75%', 'Quadriceps': '75%', 'Soleus': '75%'}"
One Arm Dumbbell Snatch,,/user/downloads/One-Arm-Dumbbell-Snatch.gif,,"<ul><li>One Arm Dumbbell Snatch is a functional exercise designed to increase strength in the upper and lower body. This exercise helps to develop your coordination and explosiveness and strengthens your shoulders, lower back, hamstrings, glutes, and lats.</li></ul>","{'primary': 'Full Body, Hip, Leg, Shoulders, '}","Dumbbells, Full Gym, ",/user/downloads/Clean-and-press-muscle-worked-300x300.png,"{'Anterior Deltoid': '100%', 'Gluteus Maximus': '75%', 'Quadriceps': '75%', 'Erector Spinae': '75%', 'Hamstring': '75%', 'Trapezius': '75%', 'Serratus Anterior': '75%', 'Abdominals': '75%', 'Latissimus Dorsi': '75%', 'Adductor Magnus': '75%', 'Soleus': '75%'}"
Single Leg Press,,/user/downloads/Single-Leg-Press.gif,,"<ul><li>The Single leg press, is a type of strength training exercise. It’s an effective move for strengthening your quadriceps, which are in the front of your upper legs. If you have a muscular imbalance or one leg is weaker than the other, the single leg press is a one-sided isolated exercise used to develop leg muscles.</li><li>Provides volume increase in legs. If your goal is to add volume to your legs, leg press is one of the best leg exercises that focus solely on the big leg muscles.</li><li></li><li>It is suitable for beginners. Since this exercise is done on a machine and while doing this you don’t need to focus on your balancing muscles, it allows you to add more weight to gain more muscle.</li><li>It increases growth hormone and testosterone levels. Studies show that both Leg press and Squat increase testosterone, growth hormone and cortisol levels, but squat exercise increases by 16.7% more than leg press exercise.</li><li>It can help you increase hip and knee strength so you can do exercises like leg press, squats and deadlifts better.</li><li>Leg press can help increase your speed and ability to accelerate. Moving fast requires your legs to build enough force to push your body forward. The more force you create, the further you move with each step. Exercising leg exercises, such as leg presses for power and strength, will benefit your stamina and strength so you can run faster.</li></ul>","{'primary': 'Leg, '}","Machine, ",/user/downloads/Leg-press-muscle-worked-300x300.png,"{'Target - Quadriceps': '100%', 'Synergists - Gluteus Maximus': '80%', 'Synergists - Adductor Magnus': '80%', 'Synergists - Soleus': '80%', 'Dynamic Stabilizers - Hamstrings': '75%', 'Dynamic Stabilizers - Gastrocnemius': '75%'}"
Landmine Lunge,,/user/downloads/Landmine-Lunge.gif,,,"{'primary': 'Hip, Leg, '}","Barbell, Full Gym, Landmine, ",,
Single Leg Extension,,/user/downloads/Single-Leg-Extension.gif,,,"{'primary': 'Leg, '}","Full Gym, Machine, ",,
Smith Machine Leg Press,,/user/downloads/Smith-Machine-Leg-Press.gif,,,"{'primary': 'Leg, '}","Full Gym, Machine, ",,
Smith Machine Lunge,,/user/downloads/Smith-Machine-Lunge.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, Machine, ",,
Skater Squat,,/user/downloads/Skater-Squat.gif,,,"{'primary': 'Leg, '}","Full Gym, NO EQUIPMENT, ",,
Shrimp Squat,,/user/downloads/shrimp-squats.gif,,,"{'primary': 'Leg, '}","Full Gym, NO EQUIPMENT, ",,
Towel Leg Curl,,/user/downloads/Towel-Leg-Curl.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Foam Roller IT (iliotibial Band) Stretch,"<ul><li>1- Lie on your right side with the roller positioned beneath the outside of your thigh, just below your hip. Propping yourself up on the right forearm, with your left hand on your hip, cross your left leg over the right, placing your left foot flat on the floor for support.</li><li></li><li>2- Using your right forearm, gently push your body over the roller so that the outside of your right thigh slides up and down the roller, as far as your knee. Slide back the opposite way to your hip. Repeat for at least 30 seconds, then swap sides.</li></ul>",/user/downloads/Foam-Roller-IT-iliotibial-Band-Stretch.gif,,"<ul><li>This exercise loosens your iliotibial band (ITB), the band of muscular tissue on the outside of your upper leg, and helps general mobility in your glutes and hip muscles.</li></ul>","{'primary': 'Leg, '}","Foam Roller, Full Gym, ",,
Foam Roller Quads,,/user/downloads/Foam-Roller-Quads.gif,,,"{'primary': 'Leg, '}","Foam Roller, Full Gym, ",,
Foam Roller Inner Thigh Adductor Stretch,,/user/downloads/Foam-Roller-Inner-Thigh-Adductor-Stretch.gif,,,"{'primary': 'Hip, Leg, '}","Foam Roller, Full Gym, ",,
Foam Roller Hamstrings,,/user/downloads/Foam-Roller-Hamstrings.gif,,,"{'primary': 'Leg, '}","Foam Roller, Full Gym, ",,
Foam Roller Plantar Fasciitis,,/user/downloads/Foam-Roller-Plantar-Fasciitis.gif,,,"{'primary': 'Leg, '}","Foam Roller, Full Gym, ",,
90/90 Hip Stretch,,/user/downloads/90-90-Hip-Stretch.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Stiff Leg Deadlift,,/user/downloads/Stiff-Leg-Deadlift.gif,,,"{'primary': 'Erector Spinae, Hip, Leg, '}","Barbell, Full Gym, ",,
Dumbbell Goblet Curtsey Lunge,,/user/downloads/Dumbbell-Goblet-Curtsey-Lunge.gif,,,"{'primary': 'Leg, '}","Dumbbells, Full Gym, ",,
Cable Forward Lunge,,/user/downloads/Cable-Forward-Lunge.gif,,,"{'primary': 'Hip, Leg, '}","Cable, Full Gym, ",,
Cable Lunge,,/user/downloads/Cable-Lunge.gif,,,"{'primary': 'Leg, '}","Cable, Full Gym, ",,
Cable Front Squat,,/user/downloads/Cable-Front-Squat.gif,,,"{'primary': 'Hip, Leg, '}","Cable, Full Gym, ",,
Bodyweight Kneeling Sissy Squat,,/user/downloads/Bodyweight-Kneeling-Sissy-Squat.gif,,,"{'primary': 'Abs, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Trap Bar Jump Squat,,/user/downloads/trap-bar-jump-squat.gif,,,"{'primary': 'Full Body, Hip, Leg, '}","Barbell, Full Gym, ",,
Box Jump to Pistol Squat,,/user/downloads/Box-Jump-to-Pistol-Squat.gif,,,"{'primary': 'Cardio, Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Box Jump 2 to 1,,/user/downloads/Box-Jump-2-to-1.gif,,,"{'primary': 'Cardio, Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Box Jump 1 to 2,,/user/downloads/Box-Jump-1-to-2.gif,,,"{'primary': 'Cardio, Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Single Leg Box Jump,,/user/downloads/Single-Leg-Box-Jump.gif,,,"{'primary': 'Cardio, Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Bow Pose,,/user/downloads/Bow-Yoga-Pose.gif,,,"{'primary': 'Abs, Erector Spinae, Leg, Yoga, '}","Full Gym, NO EQUIPMENT, ",,
Seated Straight Leg Calf Stretch,,/user/downloads/Seated-Straight-Leg-Calf-Stretch.gif,,,"{'primary': 'Calf, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Crouching Heel Back Calf Stretch,,/user/downloads/Crouching-Heel-Back-Calf-Stretch.gif,,,"{'primary': 'Calf, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Barbell Jump Squat,,/user/downloads/Barbell-Jump-Squat.gif,,,"{'primary': 'Full Body, Hip, Leg, '}","Barbell, Full Gym, ",,
Frog Pose,,/user/downloads/Frog-Pose-mandukasana.gif,,,"{'primary': 'Hip, Leg, Yoga, '}","Full Gym, NO EQUIPMENT, ",,
ATG Split Squat,,/user/downloads/ATG-Split-Squat.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Seated Piriformis Stretch,,/user/downloads/Seated-Piriformis-Stretch.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Barbell Pin Squat,,/user/downloads/Barbell-Pin-Squat.gif,,,"{'primary': 'Hip, Leg, '}","Barbell, Full Gym, ",,
Heel Touch Side Kick Squat,,/user/downloads/Heel-Touch-Side-Kick-Squat.gif,,,"{'primary': 'Leg, '}","Full Gym, NO EQUIPMENT, ",,
Decline Bench Dumbbell Lunge,,/user/downloads/Decline-Bench-Dumbbell-Lunge.gif,,,"{'primary': 'Hip, Leg, '}","Dumbbells, Full Gym, ",,
Banded Walk,,/user/downloads/Banded-Walk.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, Resistance Band, ",,
Resistance Band Lateral Walk,,/user/downloads/Resistance-Band-Lateral-Walk.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, Resistance Band, ",,
Kneeling Jump Squat,,/user/downloads/Kneeling-Jump-Squat.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Banded Split Squat,,/user/downloads/Banded-Split-Squat.gif,,,"{'primary': 'Leg, '}","Full Gym, Resistance Band, ",,
Banded Kettlebell Goblet Squat,,/user/downloads/Banded-Kettlebell-Goblet-Squat.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, Kettlebell, Resistance Band, ",,
Banded Lunge,,/user/downloads/Banded-Lunge.gif,,,"{'primary': 'Leg, '}","Full Gym, Resistance Band, ",,
Banded Leg Curl,,/user/downloads/Banded-Leg-Curl.gif,,,"{'primary': 'Leg, '}","Full Gym, Resistance Band, ",,
Standing Single Leg Curl Machine,,/user/downloads/Standing-Single-Leg-Curl-Machine.gif,,,"{'primary': 'Leg, '}","Full Gym, Machine, ",,
Decline Dumbbell Leg Curl,,/user/downloads/Decline-Dumbbell-Leg-Curl.gif,,,"{'primary': 'Leg, '}","Bench, Dumbbells, Full Gym, ",,
Kettlebell Front Squat,,/user/downloads/Kettlebell-front-squat.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, Kettlebell, ",,
Single Knee To Chest,,/user/downloads/Single-Knee-To-Chest-Stretch.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Pistol Squat to Box,,/user/downloads/Pistol-Squat-to-Box.gif,"<ul><li>Place a box behind you. Raise your hands to maintain balance. Lift one leg in front of you and slowly lower yourself to spin on the box. Then slowly lift yourself up.</li><li></li><li>Unlike the beginners version of this exercise, with the full version of the one legged squat, you’ll need to do the same without the aid of a bench. Go down as far as you can and go back up. Do as many repetitions as you can. The key is maintaining your balance while you go up and down.</li></ul>",,"{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Landmine Deadlift,,/user/downloads/Landmine-Deadlift.gif,,,"{'primary': 'Hip, Leg, '}","Barbell, Full Gym, Landmine, ",,
Landmine Squat,,/user/downloads/Landmine-Squat.gif,,,"{'primary': 'Hip, Leg, '}","Barbell, Full Gym, Landmine, ",,
Sissy Squat,,/user/downloads/sissy-squat.gif,,,"{'primary': 'Leg, '}","Barbell, Full Gym, ",,
Standing Knee Hugs,,/user/downloads/STANDING-KNEE-HUGS.gif,"<ul><li>Take your knee alternately as close to your chest as possible. Hold this stretch for 20 to 30 seconds.</li><li></li><li>Dynamic stretching consists of active movements. It is usually done before a workout to help warm up your muscles and increase your heart rate. Move slowly, stop and repeat, dig a little deeper each time and improve your range of motion.</li><li></li><li>Static stretching, more commonly done at the end of a workout when your muscles are warm, is when stretches are held in place for a certain period of time, not moving. Static stretching is the most effective form of stretching for loosening up your muscles, joints, ligaments, and tendons, while also improving flexibility and range of motion. Static stretching requires you to move a muscle to the end of its range of motion and maintain this position for 20 to 45 seconds. Repeat this 2 to 3 times each.</li></ul>","<ul><li>The purpose of hugging your knees is to stretches your legs and your glutes muscles. This exercise will also stretch your hamstring and quadricep muscles.</li><li>Before starting leg training, you can apply this exercise after warm-up exercises to stretch your legs. Thus, your leg muscles will become more flexible against injuries.</li></ul>","{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Standing-Knee-Hugs-muscle-worked-300x300.png,"{'Hamstrings': '100%', 'Glutes': '100%', 'Quadriceps': '100%', 'Hip Flexors': '100%'}"
Step Up with Knee Raises,,/user/downloads/Step-up.gif,,"<ul><li>The step up with knee raise is an effective lower body exercise that targets the hips, quads and hamstrings. Bodyweight exercises are highly good for building muscle and strength, as well as improving your coordination and functional fitness.</li><li>Step up with knee raise is a suitable exercise for beginners. It can help strengthen leg muscles, tighten hip muscles and burn calories to lose weight.</li></ul>","{'primary': 'Cardio, Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Step-Up-with-Knee-Raises-muscle-worked-300x300.png,"{'Target - Gluteus Maximus': '100%', 'Synergists - Quadriceps': '80%', 'Synergists - Adductor Magnus': '80%', 'Synergists - Soleus': '80%', 'Synergists - Gastrocnemius': '80%', 'Dynamic Stabilizers - Hamstrings': '65%', 'Dynamic Stabilizers - Gastrocnemius': '65%', 'Stabilizers - Erector Spinae ': '65%', 'Stabilizers - Gluteus Medius': '65%', 'Stabilizers - Trapezius': '65%', 'Stabilizers - Gluteus Minimus': '65%', 'Stabilizers - Quadratus Lumborum': '65%', 'Stabilizers - Obliques': '65%', 'Antagonist Stabilizers - Rectus Abdominis': '65%', 'Antagonist Stabilizers - Obliques': '65%'}"
Snap Jumps,,/user/downloads/SNAP-JUMPS.gif,,"<ul><li>Snap jumps are a plyometric exercise. Plyometrics are explosive aerobic moves that increase speed, quickness, and power and they work your whole body.</li><li>Snap jumps target the abdominal muscles, hip muscles and hip flexors and also work on the thighs, knee tendons, quadriceps and shoulders.</li><li>Snap jumps are beneficial to your health because they combine cardiovascular conditioning with strength work. Since snap jumps elevate your heart rate, they can also improve your cardiovascular fitness.</li></ul>","{'primary': 'Abs, Cardio, Full Body, Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Snap-Jumps-muscle-worked-300x300.png,"{'Target - Abs': '100%', 'Gluteus Maximus': '80%', 'Hip Flexors': '80%', 'Calves': '80%', 'Hamstrings': '80%', 'Shoulders': '65%'}"
Piriformis Stretch,,/user/downloads/Piriformis-Stretch.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Half Kneeling Hip Flexor Stretch,,/user/downloads/Kneeling-Hip-Flexor-Stretch-1.png,"<ul><li>Take your knee alternately as close to your chest as possible. Hold this stretch for 20 to 30 seconds.</li><li></li><li>Dynamic stretching consists of active movements. It is usually done before a workout to help warm up your muscles and increase your heart rate. Move slowly, stop and repeat, dig a little deeper each time and improve your range of motion. Pre-workout dynamic stretching improves circulation, prepares your muscles for movement, and temporarily increases your range of motion.</li><li></li><li>Static stretching, more commonly done at the end of a workout when your muscles are warm, is when stretches are held in place for a certain period of time, not moving. Static stretching is the most effective form of stretching for loosening up your muscles, joints, ligaments, and tendons, while also improving flexibility and range of motion. Static stretching requires you to move a muscle to the end of its range of motion and maintain this position for 20 to 45 seconds. Repeat this 2 to 3 times each.</li></ul>","<ul><li>It is a stretching movement that runners use frequently. It is practiced for flexibility of muscles in the lower body, including quadriceps, hamstrings, hips, thighs and calves. The best way to keep these muscles relaxed and flexible is by including dynamic stretches in your warm-up and static stretches in your cooldown routine. Stretching your muscular regularly can improve your flexibility and performance, and also prevent injury and stiffness.</li></ul>","{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/sumo-squat-muscle-worked-300x300.png,"{'Quadriceps': '100%', 'Gluteus Maximus': '100%', 'Adductor longus': '100%', 'Gracilis': '100%', 'Pectineus': '100%', 'Adductor Brevis': '100%', 'Hamstrings': '100%', 'Calves': '100%'}"
High Knee Run,,/user/downloads/High-Knee-Run.gif,,"<ul><li>You can use this exercise both as a dynamic warm-up before training and add it to your cardio training routine to burn fat.</li><li>High knee run are a plyometric exercise. Plyometrics are explosive aerobic moves that increase speed, quickness, and power and they work your whole body.</li><li>High knee run target the oblique, leg muscles, hip muscles and hip flexors and also work on the thighs, knee tendons, quadriceps and shoulders.</li><li>Jumps are beneficial to your health because they combine cardiovascular conditioning with strength work. Since jumps elevate your heart rate, they can also improve your cardiovascular fitness.</li></ul>","{'primary': 'Cardio, Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/High-Knee-Skips-muscle-worked-300x300.png,"{'Obliques': '100%', 'Gluteus Maximus': '80%', 'Quadriceps': '80%', 'Hip Flexors': '80%', 'Calves': '80%', 'Hamstrings': '80%'}"
High Knee Skips,,/user/downloads/High-Knee-Skips_Cardio.gif,,"<ul><li>You can use this exercise both as a dynamic warm-up before training and add it to your cardio training routine to burn fat.</li><li>High knee skips are a plyometric exercise. Plyometrics are explosive aerobic moves that increase speed, quickness, and power and they work your whole body.</li><li>High knee skips target the oblique, leg muscles, hip muscles and hip flexors and also work on the thighs, knee tendons, quadriceps and shoulders.</li><li>Jumps are beneficial to your health because they combine cardiovascular conditioning with strength work. Since jumps elevate your heart rate, they can also improve your cardiovascular fitness.</li></ul>","{'primary': 'Abs, Cardio, Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/High-Knee-Skips-muscle-worked-300x300.png,"{'Obliques': '100%', 'Gluteus Maximus': '80%', 'Quadriceps': '80%', 'Hip Flexors': '80%', 'Calves': '80%', 'Hamstrings': '80%'}"
Inner Thigh Side Stretch,,/user/downloads/INNER-THIGH-SIDE-STRETCH.gif,"<ul><li>Dynamic stretching consists of active movements. It is usually done before a workout to help warm up your muscles and increase your heart rate. Move slowly, stop and repeat, dig a little deeper each time and improve your range of motion.</li><li></li><li>Static stretching is typically done at the end of your workout, once your muscles are warm and relaxed. Hold the stretch for 15 to 40 seconds. Return to the starting position and repeat on the other side.</li></ul>","<ul><li>The adductor group is located on the inside of the leg and consists of the pectineus, adductor brevis, adductor longus, adductor magnus and gracilis. The best way to keep these muscles relaxed and flexible is by including dynamic stretches in your warm-up and static stretches in your cooldown routine. Stretching your adductors regularly can improve your flexibility and performance, and also prevent injury and stiffness.</li><li>Pre-workout dynamic stretching improves circulation, prepares your muscles for movement, and temporarily increases your range of motion.</li></ul>","{'primary': 'Calf, Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Inner-Thigh-Side-Stretch-muscle-worked-300x300.png,"{'Adductor Magnus': '100%', 'Adductor longus': '100%', 'Gracilis': '100%', 'Pectineus': '100%', 'Adductor Brevis': '100%', 'Hamstrings': '100%', 'Quadriceps': '100%', 'Calves': '100%'}"
Skater,,/user/downloads/Skater.gif,,"<ul><li>Skater exercise are a plyometric cardio exercise involving jumping in a pattern that shifts your body weight from side to side to create a skating stride. While it mainly increases leg power, it’s considered a full-body, dynamic workout as it also targets your core, gluteus medius and adductors of the hip joints.</li><li>Skater is a suitable exercise for beginners. It can help strengthen leg muscles, tighten hip muscles and burn calories to lose weight.</li><li>Skater exercise is classified as an effective aerobic exercise that helps strengthen the heart and increase muscle strength and endurance. It also helps you improve your overall fitness performance, including strength, speed, fitness and flexibility.</li></ul>","{'primary': 'Cardio, Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/muscle-worked-in-the-Skater-300x300.png,"{'Target - Quadriceps': '100%', 'Gluteus Maximus': '80%', 'Soleus': '80%', 'Adductor Magnus': '80%', 'Hamstrings': '80%', 'Gastrocnemius': '65%', 'Quadratus Lumborum': '65%', 'Obliques': '65%'}"
Butterfly Stretch,,/user/downloads/Butterfly-Stretch.gif,"<ul><li>Dynamic stretching consists of active movements. It is usually done before a workout to help warm up your muscles and increase your heart rate. Move slowly, stop and repeat, dig a little deeper each time and improve your range of motion.</li><li></li><li>Static stretching is typically done at the end of your workout, once your muscles are warm and relaxed. Hold the stretch for 15 to 40 seconds. Return to the starting position and repeat on the other side.</li></ul>","<ul><li>The adductor group is located on the inside of the leg and consists of the pectineus, adductor brevis, adductor longus, adductor magnus and gracilis. The best way to keep these muscles relaxed and flexible is by including dynamic stretches in your warm-up and static stretches in your cooldown routine. Stretching your adductors regularly can improve your flexibility and performance, and also prevent injury and stiffness.</li></ul>","{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",/user/downloads/Inner-Thigh-Side-Stretch-muscle-worked-300x300.png,"{'Adductor Magnus': '100%', 'Adductor longus': '100%', 'Gracilis': '100%', 'Pectineus': '100%', 'Adductor Brevis': '100%', 'Hamstrings': '100%', 'Quadriceps': '100%', 'Calves': '100%'}"
Dumbbell Forward Leaning Lunge,,/user/downloads/dumbbell-forward-leaning-lunge.gif,,,"{'primary': 'Hip, Leg, '}","Dumbbells, Full Gym, ",,
Dumbbell Reverse Lunge,,/user/downloads/Dumbell-reverse-lunge.gif,,,"{'primary': 'Hip, Leg, '}","Dumbbells, Full Gym, ",,
Dumbbell Pistol Squat,,/user/downloads/Dumbell-Pistol-Squat.gif,,,"{'primary': 'Leg, '}","Dumbbells, Full Gym, ",,
Bodyweight Bulgarian Split Squat,,/user/downloads/Bodyweight-Bulgarian-Split-Squat.gif,,,"{'primary': 'Hip, Leg, '}","Full Gym, NO EQUIPMENT, ",,
Dumbbell Sumo Squat,,/user/downloads/dumbbell-sumo-squat.gif,,"<ul><li>It is one of the most popular exercises for strength and muscle growth. Sumo Squat is particularly effective for focusing on the muscles of the inner thighs.</li><li>Because dumbbell sumo is a compound exercise, it strengthens muscles that are used in everyday activity, such as walking, running, jumping, and climbing the stairs.</li><li></li><li>Dumbbell sumo squat is an essential exercise for fit athletes. Beginners are recommended to do body weight sumo squats. Dumbbell sumo squats can help strengthen leg muscles, tighten hip muscles and burn calories to lose weight.</li><li>It tightens the butt and legs. Dumbbell sumo squats are very effective for firming and strengthening your legs by acting on the gluteus,hip flexors, quadriceps, hamstrings and inner thigh muscles. Also, sumo squats can help shape your glutes and butt.</li></ul>","{'primary': 'Hip, Leg, '}","Dumbbells, Full Gym, ",/user/downloads/sumo-squat-muscle-worked-300x300.png,"{'Target - Quadriceps ': '100%', 'Synergists - Gluteus Maximus': '80%', 'Synergists - Adductor Magnus': '80%', 'Synergists - Adductor Longus': '80%', 'Synergists - Adductor Brevis': '80%', 'Synergists - Gracilis': '80%', 'Synergists - Pectineus': '80%', 'Synergists - Soleus': '80%', 'Dynamic Stabilizers - Hamstrings': '65%', 'Dynamic Stabilizers - Gastrocnemius': '65%'}"
Hip Adduction Machine,"<ul><li>The hip adduction machine is a piece of strength training equipment that targets the inner thigh muscles. Your feet are placed on the footrests, and you push your legs together against the resistance to target the inner thigh muscles.</li></ul>",/user/downloads/HIP-ADDUCTION-MACHINE.gif,"<ul><li>Here are the steps to properly use a hip adduction machine:</li><li>Adjust the machine: Before starting, adjust the machine to your height and select the appropriate weight. Make sure the pads are positioned comfortably on your legs and your feet are firmly on the footrests.</li><li>Sit on the machine: Sit on the seat with your back against the backrest and your feet on the footrests.</li><li>Position your legs: Position your legs so that your knees are bent at a 90-degree angle and your thighs are slightly apart.</li><li>Engage your inner thighs: Squeeze your inner thighs together and push your legs against the resistance. Exhale as you bring your legs together.</li><li>Release: Slowly release the resistance and allow your legs to return to the starting position. Inhale as you release.</li><li>Repeat: Complete the desired number of repetitions and sets, and adjust the weight as needed.</li></ul>","<ul><li>The hip adduction machine can be an effective way to isolate and target the inner thigh muscles, which can be difficult to target with other exercises. By increasing resistance on the machine, you can progressively overload the muscles, which can lead to increased strength, muscle tone, and definition over time. The machine can be particularly beneficial for those looking to tone and shape the inner thighs, as well as for athletes who require strong inner thigh muscles for their sport.</li><li>However, it’s important to note that the hip adduction machine should not be the sole focus of a workout program. It’s important to include a variety of exercises that target different muscle groups and to prioritize overall fitness and health.</li></ul>","{'primary': 'Hip, Leg, '}","Full Gym, Machine, ",/user/downloads/Hip-Adduction-Machine-Muscles-Worked-300x300.png,"{'Hip, Adductors': '100%', 'Pectineus': '80%', 'Gracilis': '80%'}"
Hip Abduction Machine,,/user/downloads/HiP-ABDUCTION-MACHINE.gif,,"<ul><li>It is effective for the development of the hip muscles, inner and outer thigh muscles. The Abduktor Machine is popular with women as it allows to actively influence the shape of the hip. You can include it in your training programs to shape and tighten your hip muscles.</li></ul>","{'primary': 'Hip, Leg, '}","Full Gym, Machine, ",/user/downloads/muscle-worked-in-the-hip-adduction-machine-300x300.png,"{'Gluteus Maximus': '100%', 'Adductor Magnus': '80%', 'Gluteus Medius': '65%', 'Gluteus Minimus': '65%', 'Obturator externus': '65%', 'Piriformis': '65%'}"
Seated Banded Leg Extension,,/user/downloads/Seated-Banded-Leg-Extension.gif,,,"{'primary': 'Leg, '}","Full Gym, Resistance Band, ",,
